id,label,label_encoded
280,Apple Braeburn,0
281,Apple Braeburn,0
282,Apple Braeburn,0
283,Apple Braeburn,0
284,Apple Braeburn,0
285,Apple Braeburn,0
286,Apple Braeburn,0
287,Apple Braeburn,0
288,Apple Braeburn,0
289,Apple Braeburn,0
290,Apple Braeburn,0
291,Apple Braeburn,0
292,Apple Braeburn,0
293,Apple Braeburn,0
294,Apple Braeburn,0
295,Apple Braeburn,0
296,Apple Braeburn,0
297,Apple Braeburn,0
298,Apple Braeburn,0
299,Apple Braeburn,0
300,Apple Braeburn,0
301,Apple Braeburn,0
302,Apple Braeburn,0
303,Apple Braeburn,0
304,Apple Braeburn,0
305,Apple Braeburn,0
306,Apple Braeburn,0
307,Apple Braeburn,0
308,Apple Braeburn,0
309,Apple Braeburn,0
310,Apple Braeburn,0
311,Apple Braeburn,0
312,Apple Braeburn,0
313,Apple Braeburn,0
314,Apple Braeburn,0
315,Apple Braeburn,0
316,Apple Braeburn,0
317,Apple Braeburn,0
318,Apple Braeburn,0
319,Apple Braeburn,0
320,Apple Braeburn,0
321,Apple Braeburn,0
322,Apple Braeburn,0
323,Apple Braeburn,0
324,Apple Braeburn,0
325,Apple Braeburn,0
326,Apple Braeburn,0
327,Apple Braeburn,0
328,Apple Braeburn,0
329,Apple Braeburn,0
330,Apple Braeburn,0
331,Apple Braeburn,0
332,Apple Braeburn,0
333,Apple Braeburn,0
334,Apple Braeburn,0
335,Apple Braeburn,0
336,Apple Braeburn,0
337,Apple Braeburn,0
338,Apple Braeburn,0
339,Apple Braeburn,0
340,Apple Braeburn,0
341,Apple Braeburn,0
342,Apple Braeburn,0
343,Apple Braeburn,0
344,Apple Braeburn,0
345,Apple Braeburn,0
346,Apple Braeburn,0
347,Apple Braeburn,0
348,Apple Braeburn,0
349,Apple Braeburn,0
350,Apple Braeburn,0
351,Apple Braeburn,0
352,Apple Braeburn,0
353,Apple Braeburn,0
354,Apple Braeburn,0
355,Apple Braeburn,0
356,Apple Braeburn,0
357,Apple Braeburn,0
358,Apple Braeburn,0
359,Apple Braeburn,0
360,Apple Braeburn,0
361,Apple Braeburn,0
362,Apple Braeburn,0
363,Apple Braeburn,0
364,Apple Braeburn,0
365,Apple Braeburn,0
366,Apple Braeburn,0
367,Apple Braeburn,0
368,Apple Braeburn,0
369,Apple Braeburn,0
370,Apple Braeburn,0
371,Apple Braeburn,0
372,Apple Braeburn,0
373,Apple Braeburn,0
374,Apple Braeburn,0
375,Apple Braeburn,0
376,Apple Braeburn,0
377,Apple Braeburn,0
378,Apple Braeburn,0
379,Apple Braeburn,0
380,Apple Braeburn,0
381,Apple Braeburn,0
382,Apple Braeburn,0
383,Apple Braeburn,0
384,Apple Braeburn,0
385,Apple Braeburn,0
386,Apple Braeburn,0
387,Apple Braeburn,0
388,Apple Braeburn,0
389,Apple Braeburn,0
390,Apple Braeburn,0
391,Apple Braeburn,0
392,Apple Braeburn,0
393,Apple Braeburn,0
394,Apple Braeburn,0
395,Apple Braeburn,0
396,Apple Braeburn,0
397,Apple Braeburn,0
398,Apple Braeburn,0
399,Apple Braeburn,0
400,Apple Braeburn,0
401,Apple Braeburn,0
402,Apple Braeburn,0
403,Apple Braeburn,0
404,Apple Braeburn,0
405,Apple Braeburn,0
406,Apple Braeburn,0
407,Apple Braeburn,0
408,Apple Braeburn,0
409,Apple Braeburn,0
410,Apple Braeburn,0
411,Apple Braeburn,0
412,Apple Braeburn,0
413,Apple Braeburn,0
414,Apple Braeburn,0
415,Apple Braeburn,0
416,Apple Braeburn,0
417,Apple Braeburn,0
418,Apple Braeburn,0
419,Apple Braeburn,0
420,Apple Braeburn,0
421,Apple Braeburn,0
422,Apple Braeburn,0
423,Apple Braeburn,0
424,Apple Braeburn,0
425,Apple Braeburn,0
426,Apple Braeburn,0
427,Apple Braeburn,0
428,Apple Braeburn,0
429,Apple Braeburn,0
430,Apple Braeburn,0
431,Apple Braeburn,0
432,Apple Braeburn,0
433,Apple Braeburn,0
434,Apple Braeburn,0
435,Apple Braeburn,0
436,Apple Braeburn,0
437,Apple Braeburn,0
438,Apple Braeburn,0
439,Apple Braeburn,0
440,Apple Braeburn,0
441,Apple Braeburn,0
442,Apple Braeburn,0
443,Apple Braeburn,0
444,Apple Braeburn,0
445,Apple Braeburn,0
446,Apple Braeburn,0
447,Apple Braeburn,0
448,Apple Braeburn,0
449,Apple Braeburn,0
450,Apple Braeburn,0
451,Apple Braeburn,0
452,Apple Braeburn,0
453,Apple Braeburn,0
454,Apple Braeburn,0
455,Apple Braeburn,0
456,Apple Braeburn,0
457,Apple Braeburn,0
458,Apple Braeburn,0
459,Apple Braeburn,0
460,Apple Braeburn,0
461,Apple Braeburn,0
462,Apple Braeburn,0
463,Apple Braeburn,0
464,Apple Braeburn,0
465,Apple Braeburn,0
466,Apple Braeburn,0
467,Apple Braeburn,0
468,Apple Braeburn,0
469,Apple Braeburn,0
470,Apple Braeburn,0
471,Apple Braeburn,0
472,Apple Braeburn,0
473,Apple Braeburn,0
474,Apple Braeburn,0
475,Apple Braeburn,0
476,Apple Braeburn,0
477,Apple Braeburn,0
478,Apple Braeburn,0
479,Apple Braeburn,0
480,Apple Braeburn,0
481,Apple Braeburn,0
482,Apple Braeburn,0
483,Apple Braeburn,0
484,Apple Braeburn,0
485,Apple Braeburn,0
486,Apple Braeburn,0
487,Apple Braeburn,0
488,Apple Braeburn,0
489,Apple Braeburn,0
490,Apple Braeburn,0
491,Apple Braeburn,0
492,Apple Braeburn,0
493,Apple Braeburn,0
494,Apple Braeburn,0
495,Apple Braeburn,0
496,Apple Braeburn,0
497,Apple Braeburn,0
498,Apple Braeburn,0
499,Apple Braeburn,0
500,Apple Braeburn,0
501,Apple Braeburn,0
502,Apple Braeburn,0
503,Apple Braeburn,0
504,Apple Braeburn,0
505,Apple Braeburn,0
506,Apple Braeburn,0
507,Apple Braeburn,0
508,Apple Braeburn,0
509,Apple Braeburn,0
510,Apple Braeburn,0
511,Apple Braeburn,0
512,Apple Braeburn,0
513,Apple Braeburn,0
514,Apple Braeburn,0
515,Apple Braeburn,0
516,Apple Braeburn,0
517,Apple Braeburn,0
518,Apple Braeburn,0
519,Apple Braeburn,0
520,Apple Braeburn,0
521,Apple Braeburn,0
522,Apple Braeburn,0
523,Apple Braeburn,0
524,Apple Braeburn,0
525,Apple Braeburn,0
526,Apple Braeburn,0
527,Apple Braeburn,0
528,Apple Braeburn,0
529,Apple Braeburn,0
530,Apple Braeburn,0
531,Apple Braeburn,0
532,Apple Braeburn,0
533,Apple Braeburn,0
534,Apple Braeburn,0
535,Apple Braeburn,0
536,Apple Braeburn,0
537,Apple Braeburn,0
538,Apple Braeburn,0
539,Apple Braeburn,0
540,Apple Braeburn,0
541,Apple Braeburn,0
542,Apple Braeburn,0
543,Apple Braeburn,0
544,Apple Braeburn,0
545,Apple Braeburn,0
546,Apple Braeburn,0
547,Apple Braeburn,0
548,Apple Braeburn,0
549,Apple Braeburn,0
550,Apple Braeburn,0
551,Apple Braeburn,0
552,Apple Braeburn,0
553,Apple Braeburn,0
554,Apple Braeburn,0
555,Apple Braeburn,0
556,Apple Braeburn,0
557,Apple Braeburn,0
558,Apple Braeburn,0
559,Apple Braeburn,0
560,Apple Braeburn,0
561,Apple Braeburn,0
562,Apple Braeburn,0
563,Apple Braeburn,0
564,Apple Braeburn,0
565,Apple Braeburn,0
566,Apple Braeburn,0
567,Apple Braeburn,0
568,Apple Braeburn,0
569,Apple Braeburn,0
570,Apple Braeburn,0
571,Apple Braeburn,0
572,Apple Braeburn,0
573,Apple Braeburn,0
574,Apple Braeburn,0
575,Apple Braeburn,0
576,Apple Braeburn,0
577,Apple Braeburn,0
578,Apple Braeburn,0
579,Apple Braeburn,0
580,Apple Braeburn,0
581,Apple Braeburn,0
582,Apple Braeburn,0
583,Apple Braeburn,0
584,Apple Braeburn,0
585,Apple Braeburn,0
586,Apple Braeburn,0
587,Apple Braeburn,0
588,Apple Braeburn,0
589,Apple Braeburn,0
590,Apple Braeburn,0
591,Apple Braeburn,0
592,Apple Braeburn,0
593,Apple Braeburn,0
594,Apple Braeburn,0
595,Apple Braeburn,0
596,Apple Braeburn,0
597,Apple Braeburn,0
598,Apple Braeburn,0
599,Apple Braeburn,0
600,Apple Braeburn,0
601,Apple Braeburn,0
602,Apple Braeburn,0
603,Apple Braeburn,0
604,Apple Braeburn,0
605,Apple Braeburn,0
606,Apple Braeburn,0
607,Apple Braeburn,0
608,Apple Braeburn,0
609,Apple Braeburn,0
610,Apple Braeburn,0
611,Apple Braeburn,0
612,Apple Braeburn,0
613,Apple Braeburn,0
614,Apple Braeburn,0
615,Apple Braeburn,0
616,Apple Braeburn,0
617,Apple Braeburn,0
618,Apple Braeburn,0
619,Apple Braeburn,0
620,Apple Braeburn,0
621,Apple Braeburn,0
622,Apple Braeburn,0
623,Apple Braeburn,0
624,Apple Braeburn,0
625,Apple Braeburn,0
626,Apple Braeburn,0
627,Apple Braeburn,0
628,Apple Braeburn,0
629,Apple Braeburn,0
630,Apple Braeburn,0
631,Apple Braeburn,0
632,Apple Braeburn,0
633,Apple Braeburn,0
634,Apple Braeburn,0
635,Apple Braeburn,0
636,Apple Braeburn,0
637,Apple Braeburn,0
638,Apple Braeburn,0
639,Apple Braeburn,0
640,Apple Braeburn,0
641,Apple Braeburn,0
642,Apple Braeburn,0
643,Apple Braeburn,0
644,Apple Braeburn,0
645,Apple Braeburn,0
646,Apple Braeburn,0
647,Apple Braeburn,0
648,Apple Braeburn,0
649,Apple Braeburn,0
650,Apple Braeburn,0
651,Apple Braeburn,0
652,Apple Braeburn,0
653,Apple Braeburn,0
654,Apple Braeburn,0
655,Apple Braeburn,0
656,Apple Braeburn,0
657,Apple Braeburn,0
658,Apple Braeburn,0
659,Apple Braeburn,0
660,Apple Braeburn,0
661,Apple Braeburn,0
662,Apple Braeburn,0
663,Apple Braeburn,0
664,Apple Braeburn,0
665,Apple Braeburn,0
666,Apple Braeburn,0
667,Apple Braeburn,0
668,Apple Braeburn,0
669,Apple Braeburn,0
670,Apple Braeburn,0
671,Apple Braeburn,0
672,Apple Braeburn,0
673,Apple Braeburn,0
674,Apple Braeburn,0
675,Apple Braeburn,0
676,Apple Braeburn,0
677,Apple Braeburn,0
678,Apple Braeburn,0
679,Apple Braeburn,0
680,Apple Braeburn,0
681,Apple Braeburn,0
682,Apple Braeburn,0
683,Apple Braeburn,0
684,Apple Braeburn,0
685,Apple Braeburn,0
686,Apple Braeburn,0
687,Apple Braeburn,0
688,Apple Braeburn,0
689,Apple Braeburn,0
690,Apple Braeburn,0
691,Apple Braeburn,0
692,Apple Braeburn,0
693,Apple Braeburn,0
694,Apple Braeburn,0
695,Apple Braeburn,0
696,Apple Braeburn,0
697,Apple Braeburn,0
698,Apple Braeburn,0
699,Apple Braeburn,0
700,Apple Braeburn,0
701,Apple Braeburn,0
702,Apple Braeburn,0
703,Apple Braeburn,0
704,Apple Braeburn,0
705,Apple Braeburn,0
706,Apple Braeburn,0
707,Apple Braeburn,0
708,Apple Braeburn,0
709,Apple Braeburn,0
710,Apple Braeburn,0
711,Apple Braeburn,0
712,Apple Braeburn,0
713,Apple Braeburn,0
714,Apple Braeburn,0
715,Apple Braeburn,0
716,Apple Braeburn,0
717,Apple Braeburn,0
718,Apple Braeburn,0
719,Apple Braeburn,0
720,Apple Braeburn,0
721,Apple Braeburn,0
722,Apple Braeburn,0
723,Apple Braeburn,0
724,Apple Braeburn,0
725,Apple Braeburn,0
726,Apple Braeburn,0
727,Apple Braeburn,0
728,Apple Braeburn,0
729,Apple Braeburn,0
730,Apple Braeburn,0
731,Apple Braeburn,0
732,Apple Braeburn,0
733,Apple Braeburn,0
734,Apple Braeburn,0
735,Apple Braeburn,0
736,Apple Braeburn,0
737,Apple Braeburn,0
738,Apple Braeburn,0
739,Apple Braeburn,0
740,Apple Braeburn,0
741,Apple Braeburn,0
742,Apple Braeburn,0
743,Apple Braeburn,0
744,Apple Braeburn,0
745,Apple Braeburn,0
746,Apple Braeburn,0
747,Apple Braeburn,0
748,Apple Braeburn,0
749,Apple Braeburn,0
750,Apple Braeburn,0
751,Apple Braeburn,0
752,Apple Braeburn,0
753,Apple Braeburn,0
754,Apple Braeburn,0
755,Apple Braeburn,0
756,Apple Braeburn,0
757,Apple Braeburn,0
758,Apple Braeburn,0
759,Apple Braeburn,0
760,Apple Braeburn,0
761,Apple Braeburn,0
762,Apple Braeburn,0
763,Apple Braeburn,0
764,Apple Braeburn,0
765,Apple Braeburn,0
766,Apple Braeburn,0
767,Apple Braeburn,0
768,Apple Braeburn,0
769,Apple Braeburn,0
770,Apple Braeburn,0
771,Apple Braeburn,0
772,Apple Braeburn,0
773,Apple Braeburn,0
774,Apple Braeburn,0
775,Apple Braeburn,0
776,Apple Braeburn,0
777,Apple Braeburn,0
778,Apple Braeburn,0
779,Apple Braeburn,0
780,Apple Braeburn,0
781,Apple Braeburn,0
782,Apple Braeburn,0
783,Apple Braeburn,0
784,Apple Braeburn,0
785,Apple Braeburn,0
786,Apple Braeburn,0
787,Apple Braeburn,0
788,Apple Braeburn,0
789,Apple Braeburn,0
790,Apple Braeburn,0
791,Apple Braeburn,0
792,Apple Braeburn,0
793,Apple Braeburn,0
794,Apple Braeburn,0
795,Apple Braeburn,0
796,Apple Braeburn,0
797,Apple Braeburn,0
798,Apple Braeburn,0
799,Apple Braeburn,0
800,Apple Braeburn,0
801,Apple Braeburn,0
802,Apple Braeburn,0
803,Apple Braeburn,0
804,Apple Braeburn,0
805,Apple Braeburn,0
806,Apple Braeburn,0
807,Apple Braeburn,0
808,Apple Braeburn,0
809,Apple Braeburn,0
810,Apple Braeburn,0
811,Apple Braeburn,0
812,Apple Braeburn,0
813,Apple Braeburn,0
814,Apple Braeburn,0
815,Apple Braeburn,0
816,Apple Braeburn,0
817,Apple Braeburn,0
818,Apple Braeburn,0
819,Apple Braeburn,0
820,Apple Braeburn,0
821,Apple Braeburn,0
822,Apple Braeburn,0
823,Apple Braeburn,0
824,Apple Braeburn,0
825,Apple Braeburn,0
826,Apple Braeburn,0
827,Apple Braeburn,0
828,Apple Braeburn,0
829,Apple Braeburn,0
830,Apple Braeburn,0
831,Apple Braeburn,0
832,Apple Braeburn,0
833,Apple Braeburn,0
834,Apple Braeburn,0
835,Apple Braeburn,0
836,Apple Braeburn,0
837,Apple Braeburn,0
838,Apple Braeburn,0
839,Apple Braeburn,0
840,Apple Braeburn,0
841,Apple Braeburn,0
842,Apple Braeburn,0
843,Apple Braeburn,0
844,Apple Braeburn,0
845,Apple Braeburn,0
846,Apple Braeburn,0
847,Apple Braeburn,0
848,Apple Braeburn,0
849,Apple Braeburn,0
850,Apple Braeburn,0
851,Apple Braeburn,0
852,Apple Braeburn,0
853,Apple Braeburn,0
854,Apple Braeburn,0
855,Apple Braeburn,0
856,Apple Braeburn,0
857,Apple Braeburn,0
858,Apple Braeburn,0
859,Apple Braeburn,0
860,Apple Braeburn,0
861,Apple Braeburn,0
862,Apple Braeburn,0
863,Apple Braeburn,0
864,Apple Braeburn,0
865,Apple Braeburn,0
866,Apple Braeburn,0
867,Apple Braeburn,0
868,Apple Braeburn,0
869,Apple Braeburn,0
870,Apple Braeburn,0
871,Apple Braeburn,0
872,Apple Braeburn,0
873,Apple Braeburn,0
874,Apple Braeburn,0
875,Apple Braeburn,0
876,Apple Braeburn,0
877,Apple Braeburn,0
878,Apple Braeburn,0
879,Apple Braeburn,0
880,Apple Braeburn,0
881,Apple Braeburn,0
882,Apple Braeburn,0
883,Apple Braeburn,0
884,Apple Braeburn,0
885,Apple Braeburn,0
886,Apple Braeburn,0
887,Apple Braeburn,0
888,Apple Braeburn,0
889,Apple Braeburn,0
890,Apple Braeburn,0
891,Apple Braeburn,0
892,Apple Braeburn,0
893,Apple Braeburn,0
894,Apple Braeburn,0
895,Apple Braeburn,0
896,Apple Braeburn,0
897,Apple Braeburn,0
898,Apple Braeburn,0
899,Apple Braeburn,0
900,Apple Braeburn,0
901,Apple Braeburn,0
902,Apple Braeburn,0
903,Apple Braeburn,0
904,Apple Braeburn,0
905,Apple Braeburn,0
906,Apple Braeburn,0
907,Apple Braeburn,0
908,Apple Braeburn,0
909,Apple Braeburn,0
910,Apple Braeburn,0
911,Apple Braeburn,0
912,Apple Braeburn,0
913,Apple Braeburn,0
914,Apple Braeburn,0
915,Apple Braeburn,0
916,Apple Braeburn,0
917,Apple Braeburn,0
918,Apple Braeburn,0
919,Apple Braeburn,0
920,Apple Braeburn,0
921,Apple Braeburn,0
922,Apple Braeburn,0
923,Apple Braeburn,0
924,Apple Braeburn,0
925,Apple Braeburn,0
926,Apple Braeburn,0
927,Apple Braeburn,0
928,Apple Braeburn,0
929,Apple Braeburn,0
930,Apple Braeburn,0
931,Apple Braeburn,0
932,Apple Braeburn,0
933,Apple Braeburn,0
934,Apple Braeburn,0
935,Apple Braeburn,0
936,Apple Braeburn,0
937,Apple Braeburn,0
938,Apple Braeburn,0
939,Apple Braeburn,0
940,Apple Braeburn,0
941,Apple Braeburn,0
942,Apple Braeburn,0
943,Apple Braeburn,0
944,Apple Braeburn,0
945,Apple Braeburn,0
946,Apple Braeburn,0
947,Apple Braeburn,0
948,Apple Braeburn,0
949,Apple Braeburn,0
950,Apple Braeburn,0
951,Apple Braeburn,0
952,Apple Braeburn,0
953,Apple Braeburn,0
954,Apple Braeburn,0
955,Apple Braeburn,0
956,Apple Braeburn,0
957,Apple Braeburn,0
958,Apple Braeburn,0
959,Apple Braeburn,0
960,Apple Braeburn,0
961,Apple Braeburn,0
962,Apple Braeburn,0
963,Apple Braeburn,0
964,Apple Braeburn,0
965,Apple Braeburn,0
966,Apple Braeburn,0
967,Apple Braeburn,0
968,Apple Braeburn,0
969,Apple Braeburn,0
970,Apple Braeburn,0
971,Apple Braeburn,0
972,Apple Braeburn,0
973,Apple Braeburn,0
974,Apple Braeburn,0
975,Apple Braeburn,0
976,Apple Braeburn,0
977,Apple Braeburn,0
978,Apple Braeburn,0
979,Apple Braeburn,0
980,Apple Braeburn,0
981,Apple Braeburn,0
982,Apple Braeburn,0
983,Apple Braeburn,0
984,Apple Braeburn,0
985,Apple Braeburn,0
986,Apple Braeburn,0
987,Apple Braeburn,0
988,Apple Braeburn,0
989,Apple Braeburn,0
990,Apple Braeburn,0
991,Apple Braeburn,0
992,Apple Braeburn,0
993,Apple Braeburn,0
994,Apple Braeburn,0
995,Apple Braeburn,0
996,Apple Braeburn,0
997,Apple Braeburn,0
998,Apple Braeburn,0
999,Apple Braeburn,0
1000,Apple Braeburn,0
1001,Apple Braeburn,0
1002,Apple Braeburn,0
1003,Apple Braeburn,0
1004,Apple Braeburn,0
1005,Apple Braeburn,0
1006,Apple Braeburn,0
1007,Apple Braeburn,0
1008,Apple Braeburn,0
1009,Apple Braeburn,0
1010,Apple Braeburn,0
1011,Apple Braeburn,0
1012,Apple Braeburn,0
1013,Apple Braeburn,0
1014,Apple Braeburn,0
1015,Apple Braeburn,0
1016,Apple Braeburn,0
1017,Apple Braeburn,0
1018,Apple Braeburn,0
1019,Apple Braeburn,0
1020,Apple Braeburn,0
1021,Apple Braeburn,0
1022,Apple Braeburn,0
1023,Apple Braeburn,0
1024,Apple Braeburn,0
1025,Apple Braeburn,0
1026,Apple Braeburn,0
1027,Apple Braeburn,0
1028,Apple Braeburn,0
1029,Apple Braeburn,0
1030,Apple Braeburn,0
1031,Apple Braeburn,0
1032,Apple Braeburn,0
1033,Apple Braeburn,0
1034,Apple Braeburn,0
1035,Apple Braeburn,0
1036,Apple Braeburn,0
1037,Apple Braeburn,0
1038,Apple Braeburn,0
1039,Apple Braeburn,0
1040,Apple Braeburn,0
1041,Apple Braeburn,0
1042,Apple Braeburn,0
1043,Apple Braeburn,0
1044,Apple Braeburn,0
1045,Apple Braeburn,0
1046,Apple Braeburn,0
1047,Apple Braeburn,0
1048,Apple Braeburn,0
1049,Apple Braeburn,0
1050,Apple Braeburn,0
1051,Apple Braeburn,0
1052,Apple Braeburn,0
1053,Apple Braeburn,0
1054,Apple Braeburn,0
1055,Apple Braeburn,0
1056,Apple Braeburn,0
1057,Apple Braeburn,0
1058,Apple Braeburn,0
1059,Apple Braeburn,0
1060,Apple Braeburn,0
1061,Apple Braeburn,0
1062,Apple Braeburn,0
1063,Apple Braeburn,0
1064,Apple Braeburn,0
1065,Apple Braeburn,0
1066,Apple Braeburn,0
1067,Apple Braeburn,0
1068,Apple Braeburn,0
1069,Apple Braeburn,0
